,site_name,site_city,site_county,site_zip,site_setting,number_sessions,num_volunteers,total_volunteer_hours,participants_total,participants_gender_male,participants_gender_female,participants_gender_non_binary,participants_gender_prefer_not_to_respond,participants_age_youth,participants_age_lt5,participants_age_5to7,participants_age_8to10,participants_age_11to13,participants_age_14to17,participants_age_18to29,participants_age_30to59,participants_age_60to75,participants_age_76plus,participants_age_adult,participants_ethnicity_hispanic,participants_ethnicity_non_hispanic,participants_ethnicity_prefer_not_to_respond,participants_ethnicity_unknown,participants_amerind_onerace_total,participants_amerind_multirace_total,participants_asian_onerace_total,participants_asian_multirace_total,participants_black_onerace_total,participants_black_multirace_total,participants_hawpac_onerace_total,participants_hawpac_multirace_total,,participants_white_multirace_total,participants_race_amerind,participants_race_asian,participants_race_black,participants_race_hawpac,participants_race_white,participants_race_two_or_more,participants_race_prefer_not_to_respond,participants_race_unknown
90,Victoria Elementary School,Victoria,Lunenburg,23974,"Schools (K-12, elementary, middle, and high)",6,1,6,21,9,12,NA,NA,21,NA,21,NA,NA,NA,0,0,NA,NA,NA,1,20,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,10,NA,11,0,NA,NA
91,Kenbridge Elem. School,Kenbridge,Lunenburg,23944,Schools (colleges and universities),6,1,6,19,10,9,NA,NA,19,NA,19,NA,NA,NA,0,0,NA,NA,NA,9,10,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,6,NA,14,0,NA,NA
92,Kenbridge Elem. School,Kenbridge,Lunenburg,23944,Schools (colleges and universities),6,1,6,17,8,9,NA,NA,17,NA,17,NA,NA,NA,0,0,NA,NA,NA,7,10,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,6,NA,12,0,NA,NA
93,Kenbridge Elem. School,Kenbridge,Lunenburg,23944,Schools (colleges and universities),6,1,6,19,11,8,NA,NA,19,NA,19,NA,NA,NA,0,0,NA,NA,NA,6,13,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,14,0,NA,NA
94,Victoria Elementary School,Victoria,Lunenburg,23974,"Schools (K-12, elementary, middle, and high)",6,1,6,17,9,8,NA,NA,17,NA,17,NA,NA,NA,0,0,NA,NA,NA,3,14,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,8,NA,9,0,NA,NA
95,Victoria Elementary School,Victoria,Lunenburg,23974,"Schools (K-12, elementary, middle, and high)",6,1,6,17,5,12,NA,NA,17,NA,17,NA,NA,NA,0,0,NA,NA,NA,1,16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,9,NA,8,0,NA,NA
96,Victoria Elementary School,Victoria,Lunenburg,23974,"Schools (K-12, elementary, middle, and high)",6,1,6,22,13,9,NA,NA,22,NA,22,NA,NA,NA,0,0,NA,NA,NA,0,22,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,9,NA,13,0,NA,NA
97,Victoria Elementary School,Victoria,Lunenburg,23974,"Schools (K-12, elementary, middle, and high)",6,1,6,22,12,10,NA,NA,22,NA,22,NA,NA,NA,0,0,NA,NA,NA,2,20,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,10,NA,13,0,NA,NA
98,Kenbridge Elem. School,Kenbridge,Lunenburg,23944,Schools (colleges and universities),6,1,6,21,10,11,NA,NA,21,NA,21,NA,NA,NA,0,0,NA,NA,NA,5,16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,10,NA,11,0,NA,NA
99,Victoria Elementary School,Victoria,Lunenburg,23974,"Schools (K-12, elementary, middle, and high)",6,1,6,22,14,8,NA,NA,22,NA,22,NA,NA,NA,0,0,NA,NA,NA,1,21,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,13,NA,12,0,NA,NA
100,Atkins Elementary School,Marion,Smyth,24311,"Schools (K-12, elementary, middle, and high)",6,1,6,23,14,9,NA,NA,23,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,22,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,23,0,NA,NA
101,Saltville Elementary School,Saltville,Smyth,24370,"Schools (K-12, elementary, middle, and high)",6,1,6,17,7,10,NA,NA,17,NA,17,NA,NA,NA,0,0,NA,NA,NA,NA,17,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,17,0,NA,NA
102,marion elementary school,Marion,Smyth,24354,"Schools (K-12, elementary, middle, and high)",6,1,6,15,8,7,NA,NA,15,NA,15,NA,NA,NA,0,0,NA,NA,NA,NA,15,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,15,0,NA,NA
103,Rich Valley Elementary,Saltville,Smyth,24370,"Schools (K-12, elementary, middle, and high)",6,1,6,19,7,12,NA,NA,19,NA,19,NA,NA,NA,0,0,NA,NA,NA,NA,19,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,18,0,NA,NA
104,Clarksville Elementary School,Skipwith,Mecklenburg,23968,"Schools (K-12, elementary, middle, and high)",6,5,5,22,12,10,NA,NA,22,NA,22,NA,NA,NA,0,0,NA,NA,NA,1,21,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,9,NA,15,0,NA,NA
105,South Hill Elementary School,South Hill,Mecklenburg,23970,"Schools (K-12, elementary, middle, and high)",6,9,9,22,8,14,NA,NA,22,NA,22,NA,NA,NA,0,0,NA,NA,NA,1,21,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,12,NA,11,0,NA,NA
106,Lacrosse Elementary School,La Crosse,Mecklenburg,23950,"Schools (K-12, elementary, middle, and high)",6,5,5,18,11,7,NA,NA,18,NA,18,NA,NA,NA,0,0,NA,NA,NA,3,15,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,7,NA,13,0,NA,NA
107,marion elementary school,Marion,Smyth,24354,"Schools (K-12, elementary, middle, and high)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Newport News VCE,Newport News,Newport News,23601,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,Kids Central - Clintwood,Clintwood,Dickenson,24228,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",2,1,NA,10,4,6,NA,NA,10,10,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,10,0,NA,NA
110,Kids Central - Haysi,Haysi,Dickenson,24256,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",2,1,NA,15,8,7,NA,NA,15,15,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12,3,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,12,0,3,NA
111,Halifax Virginia Cooperative Extension Office,Halifax,Halifax,24558,Extension offices,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,Dickenson County Extension Office,Clintwood,Dickenson,24228,Extension offices,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Bedford YMCA,Bedford,Bedford,24523,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,30,14,7,7,NA,NA,14,14,NA,NA,NA,NA,0,0,NA,NA,NA,NA,14,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,12,0,NA,NA
114,Bedford YMCA,Bedford,Bedford,24523,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,14,9,5,NA,NA,14,14,NA,NA,NA,NA,0,0,NA,NA,NA,NA,14,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,13,0,NA,NA
115,Campbell County Head Start,Lynch Station,Campbell,24571,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,30,12,6,6,NA,NA,12,12,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,8,NA,6,0,NA,0
116,Campbell County Head Start,Lynch Station,Campbell,24571,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,12,5,7,NA,NA,12,12,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,10,NA,3,0,NA,0
117,LYNCAG Head Start Lynchburg,Lynchburg,Lynchburg,24502,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Stewartsville Elementary School,Vinton,Roanoke,24179,"Schools (K-12, elementary, middle, and high)",1,2,20,17,6,11,NA,NA,17,17,NA,NA,NA,NA,0,0,NA,NA,NA,2,15,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,2,3,NA,12,0,NA,NA
119,LYNCAG Head Start Lynchburg,Lynchburg,Lynchburg,24502,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,2,20,14,6,8,NA,NA,14,14,NA,NA,NA,NA,0,0,NA,NA,NA,NA,14,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,13,NA,9,0,NA,NA
120,Madison Heights Elementary (Head Start),Madison Heights,Amherst,24572,"Schools (K-12, elementary, middle, and high)",10,2,20,16,9,7,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,1,15,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,8,NA,9,0,NA,1
121,Big Island Elementary School,Big Island,Bedford,24526,"Schools (K-12, elementary, middle, and high)",10,2,20,17,6,11,NA,NA,17,17,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,17,0,NA,NA
122,LYNCAG Head Start Lynchburg,Lynchburg,Lynchburg,24502,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,3,30,16,5,11,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,NA,16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,14,NA,2,0,NA,NA
123,Diamond Hill Head Start,Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,Bedford Primary School,Bedford,Bedford,24523,"Schools (K-12, elementary, middle, and high)",10,2,20,17,9,8,NA,NA,17,17,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,13,NA,7,0,NA,NA
125,LYNCAG Head Start Lynchburg,Lynchburg,Lynchburg,24502,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,2,20,17,8,9,NA,NA,17,17,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,17,NA,2,0,NA,NA
126,LYNCAG Head Start Lynchburg,Lynchburg,Lynchburg,24502,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,2,20,14,9,5,NA,NA,14,14,NA,NA,NA,NA,0,0,NA,NA,NA,NA,14,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,14,NA,NA,0,NA,NA
127,Madison Heights Elementary (Head Start),Madison Heights,Amherst,24572,"Schools (K-12, elementary, middle, and high)",10,2,20,14,10,4,NA,NA,14,14,NA,NA,NA,NA,0,0,NA,NA,NA,2,12,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,6,NA,6,0,NA,2
128,LYNCAG Head Start Lynchburg,Lynchburg,Lynchburg,24502,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,2,20,17,7,10,NA,NA,17,17,NA,NA,NA,NA,0,0,NA,NA,NA,2,15,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,11,NA,4,0,NA,2
129,Amherst Elementary School,Amherst,Amherst,24521,"Schools (K-12, elementary, middle, and high)",10,2,20,18,7,11,NA,NA,18,18,NA,NA,NA,NA,0,0,NA,NA,NA,2,16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,2,5,NA,7,0,NA,4
130,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,7,4,3,NA,NA,7,7,NA,NA,NA,NA,0,0,NA,NA,NA,1,6,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,1,0,NA,1
131,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,1,10,16,9,7,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,2,14,NA,NA,0,0,0,0,0,0,0,0,0,0,1,2,9,NA,4,0,NA,NA
132,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,6,3,3,NA,NA,6,6,NA,NA,NA,NA,0,0,NA,NA,NA,NA,6,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,1,0,NA,NA
133,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,5,3,2,NA,NA,5,5,NA,NA,NA,NA,0,0,NA,NA,NA,1,4,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,4,0,NA,NA
134,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,15,9,6,NA,NA,15,15,NA,NA,NA,NA,0,0,NA,NA,NA,1,14,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,13,NA,1,0,NA,1
135,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,8,6,2,NA,NA,8,8,NA,NA,NA,NA,0,0,NA,NA,NA,NA,8,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,1,4,NA,3,0,NA,1
136,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,1,10,16,8,8,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,NA,16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,11,NA,8,0,NA,NA
137,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,1,10,8,6,2,NA,NA,8,8,NA,NA,NA,NA,0,0,NA,NA,NA,NA,8,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,3,0,NA,NA
138,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,16,8,8,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,3,13,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,1,11,NA,3,0,NA,3
140,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,1,10,16,7,9,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,NA,16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,10,NA,3,0,2,1
141,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,16,9,7,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,NA,16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,14,NA,4,0,NA,NA
142,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,16,8,8,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,2,14,NA,NA,0,0,0,0,0,0,0,0,0,0,3,NA,12,NA,5,0,NA,NA
143,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,6,5,1,NA,NA,6,6,NA,NA,NA,NA,0,0,NA,NA,NA,NA,6,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,2,0,NA,2
144,Paul Monro Elementary School,Lynchburg,Lynchburg,24503,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,16,6,10,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,2,14,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,13,NA,4,0,NA,NA
145,Paul Monro Elementary School,Lynchburg,Lynchburg,24503,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,1,10,15,7,8,NA,NA,15,15,NA,NA,NA,NA,0,0,NA,NA,NA,0,15,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,9,NA,4,0,NA,0
146,Paul Monro Elementary School,Lynchburg,Lynchburg,24503,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,15,7,8,NA,NA,15,15,NA,NA,NA,NA,0,0,NA,NA,NA,2,13,NA,NA,0,0,0,0,0,0,0,0,0,0,1,NA,8,NA,7,0,NA,NA
147,Paul Monro Elementary School,Lynchburg,Lynchburg,24503,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",10,1,10,15,7,8,NA,NA,15,15,NA,NA,NA,NA,0,0,NA,NA,NA,1,14,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,11,NA,7,0,NA,NA
148,Perrymont Elementary School,Lynchburg,Lynchburg,24502,"Schools (K-12, elementary, middle, and high)",10,1,10,16,7,9,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,2,14,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,12,NA,6,0,NA,0
149,Perrymont Elementary School,Lynchburg,Lynchburg,24502,"Schools (K-12, elementary, middle, and high)",10,1,10,16,8,8,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,NA,16,NA,NA,0,0,0,0,0,0,0,0,0,0,1,NA,12,NA,4,0,NA,1
150,Perrymont Elementary School,Lynchburg,Lynchburg,24502,"Schools (K-12, elementary, middle, and high)",10,1,10,16,9,7,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,NA,16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,11,NA,8,0,NA,0
151,RS Payne Elementary School,Lynchburg,Lynchburg,24501,"Schools (K-12, elementary, middle, and high)",1,1,10,16,7,9,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,1,15,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,13,NA,2,0,NA,1
152,RS Payne Elementary School,Lynchburg,Lynchburg,24501,"Schools (K-12, elementary, middle, and high)",1,1,10,16,8,8,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,NA,16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,15,NA,4,0,NA,0
153,RS Payne Elementary School,Lynchburg,Lynchburg,24501,"Schools (K-12, elementary, middle, and high)",1,1,10,16,8,8,NA,NA,16,16,NA,NA,NA,NA,0,0,NA,NA,NA,3,13,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,11,NA,2,0,NA,3
154,VCE Lynchburg Office,Lynchburg,Lynchburg,24504,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,South Hill Elementary School,South Hill,Mecklenburg,23970,"Schools (K-12, elementary, middle, and high)",6,9,9,26,12,14,NA,NA,26,NA,26,NA,NA,NA,0,0,NA,NA,NA,3,23,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,11,NA,16,0,NA,NA
156,Hutcherson Early Learning Center (ELC),Lynchburg,Lynchburg,24504,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,10,5,4,1,NA,NA,5,5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,5,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,2,0,NA,NA
157,Chase City Elementary School,Chase City,Mecklenburg,23924,"Schools (K-12, elementary, middle, and high)",6,6,6,23,11,12,NA,NA,23,NA,23,NA,NA,NA,0,0,NA,NA,NA,3,20,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,14,NA,10,0,NA,NA
158,Chase City Elementary School,Chase City,Mecklenburg,23924,"Schools (K-12, elementary, middle, and high)",6,6,6,19,9,10,NA,NA,19,NA,19,NA,NA,NA,0,0,NA,NA,NA,4,15,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,11,NA,8,0,NA,NA
159,Chatham Cooperative Extension,Chatham,Pittsylvania,24531,Extension offices,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,Chase City Elementary School,Chase City,Mecklenburg,23924,"Schools (K-12, elementary, middle, and high)",6,6,6,19,9,10,NA,NA,19,NA,19,NA,NA,NA,0,0,NA,NA,NA,2,17,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,13,NA,7,0,NA,NA
161,Clarksville Elementary School,Skipwith,Mecklenburg,23968,"Schools (K-12, elementary, middle, and high)",6,5,5,20,10,10,NA,NA,20,NA,20,NA,NA,NA,0,0,NA,NA,NA,2,18,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,7,NA,15,0,NA,NA
162,Arlington Free Clinic #2,Arlington,Arlington,22204,Health care clinics and hospitals,1,NA,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,NA,6,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,6,NA
163,Blue Ridge Elementary School,Ararat,Patrick,24053,"Schools (K-12, elementary, middle, and high)",6,1,6,25,8,17,NA,NA,25,NA,25,NA,NA,NA,0,0,NA,NA,NA,3,22,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,23,0,NA,NA
164,Lynchburg DSS,Lynchburg,Lynchburg,24504,SNAP offices,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,Armstrong Place,Lynchburg,Lynchburg,24504,Individual homes or public housing sites,6,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,2,NA,2,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,0,NA,NA
166,Florida Terrace,Lynchburg,Lynchburg,24504,"Other neighborhood settings where people ""live"" or live nearby",6,NA,NA,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,5,NA,5,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,3,0,NA,NA
167,God's Storehouse,Danville,Danville,24541,"Food assistance sites, food banks, and food pantries",6,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,3,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,1,0,NA,NA
168,Newport News VCE,Newport News,Newport News,23601,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,Appomattox High School,Appomattox,Appomattox,24522,"Schools (K-12, elementary, middle, and high)",1,NA,NA,10,2,6,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,10,4,5,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,7,0,NA,NA
170,Newport News VCE,Newport News,Newport News,23601,,6,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA
171,Parker View Apts,Williamsburg,Williamsburg,23188,Public housing sites (includes public housing for seniors and disabled individuals),6,10,9,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,8,10,0,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,4,0,NA,NA
172,DCC TARE PROGRAM,Danville,Danville,24541,"Adult education, job training, temporary assistance for needy families (TANF), and veteran services sites",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,City of Petersburg-VCE,Petersburg,Petersburg,23805,Extension offices,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,NA
174,Marion Seniors,Marion,Smyth,24354,Congregate meal sites & other senior nutrition centers,3,0,0,18,4,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,5,18,1,17,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,17,0,NA,1
